日付,時間帯,主な作業・検討内容
2026/05/11,08:00 - 08:59,"Antigravityを用いた「システム開発・改善」の開発・相談
Excelファイル（ログ表示結果-20260508190210.csv）のデータ入力・編集
Webサイト（トップページ - サイボウズ Office）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査"
2026/05/11,09:00 - 09:59,"Antigravityを用いた「システム開発・改善」の開発・相談
「20260427_ログ表示結果-20260416175217」の操作・実務
「起動しています」の操作・実務
Word文書（残業調査報告書_見形藍_20260412.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260411.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260402.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260415.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260410.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260408.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260407.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260404.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260410.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260413.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260406.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260402.docx ）の資料作成・編集
Excelファイル（ログ表示結果-20260508190210.csv）のデータ入力・編集
Excelファイル（TEST.xlsx）のデータ入力・編集
Webサイト（Amazon.co.jp : elecom 切り替え機）の閲覧・調査
Webサイト（Amazon.co.jp: エレコム KVMスイッチ pc切替機 USB DVI スピーカー 2台 KVM-DVHDU2 : パソコン・周辺機器）の閲覧・調査
PDF資料（KVM-DVHDU2.pdf）の閲覧・内容確認
Word文書（残業調査報告書_成川真菜_20260405.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260415.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260413.docx ）の資料作成・編集
Excelファイル（20260427_ログ表示結果-20260416175217.xlsx ）のデータ入力・編集
Word文書（残業調査報告書_樋口彩水_20260401.docx ）の資料作成・編集"
2026/05/11,10:00 - 10:59,"Antigravityを用いた「システム開発・改善」の開発・相談
Word文書（残業調査報告書_成川真菜_20260415.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260413.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
「起動しています」の操作・実務
Word文書（残業調査報告書_樋口彩水_20260401.docx ）の資料作成・編集
Word文書（残業調査報告書_樋口彩水_20260413.docx ）の資料作成・編集
Word文書（残業調査報告書_樋口彩水_20260403.docx ）の資料作成・編集
Word文書（残業調査報告書_樋口彩水_20260415.docx ）の資料作成・編集
Webサイト（インフォメーション）の閲覧・調査
Webサイト（トップページ - サイボウズ Office）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（送信一覧） - サイボウズ Office）の閲覧・調査
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集"
2026/05/11,11:00 - 11:59,"「起動しています」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260402.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260404.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260407.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260408.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260409.docx ）の資料作成・編集
Antigravityを用いた「システム開発・改善」の開発・相談
Word文書（残業調査報告書_岸川恭士_20260410.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260411.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260415.docx ）の資料作成・編集
Word文書（残業調査報告書_見形藍_20260412.docx ）の資料作成・編集"
2026/05/11,13:00 - 13:59,"Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Excelファイル（①社用ノートパソコン管理台帳.xlsx ）のデータ入力・編集
「2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...」の操作・実務
「Perplexity」の操作・実務
Word文書（残業調査報告書_山本光克_20260402.docx ）の資料作成・編集
Excelファイル（本社OAプライベートIPアドレス割当一覧.xlsx ）のデータ入力・編集
Excelファイル（本社OAプライベートIPアドレス割当一覧.xlsx）のデータ入力・編集"
2026/05/11,14:00 - 14:59,"Excelファイル（本社OAプライベートIPアドレス割当一覧.xlsx）のデータ入力・編集
Excelファイル（①社用ノートパソコン管理台帳.xlsx ）のデータ入力・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Word文書（残業調査報告書_山本光克_20260402.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
Webサイト（アクティブなユーザー - Microsoft 365 管理センター）の閲覧・調査
Webサイト（Microsoft 365 管理センター）の閲覧・調査
「アクティブなユーザー」の操作・実務
Webサイト（ユーザーの詳細パネル - Microsoft 365 管理センター）の閲覧・調査
「ユーザーの詳細パネル」の操作・実務
Word文書（残業調査報告書_山本光克_20260410.docx ）の資料作成・編集
Antigravityを用いた「システム開発・改善」の開発・相談"
2026/05/11,15:00 - 15:59,"Webサイト（これらのランサムウェアの被害者は、データを復旧するためにより多くを支払っています）の閲覧・調査
Webサイト（Windows 10でインデックス作成を有効または無効にする方法 - VPN 2026）の閲覧・調査
「Windows 10でインデックス作成を有効または無効にする方法」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\WindowsUpdate.txt」の操作・実務
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\WindowsUpdate.txt(更新)」の操作・実務
「起動しています」の操作・実務
Word文書（残業調査報告書_山本光克_20260413.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260413_再生成.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務"
2026/05/11,16:00 - 16:59,"「起動しています」の操作・実務
Word文書（残業調査報告書_成川真菜_20260404.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談
Excelファイル（本社OAプライベートIPアドレス割当一覧.xlsx）のデータ入力・編集"
2026/05/11,17:00 - 17:59,"Antigravityを用いた「システム開発・改善」の開発・相談
「20260427_ログ表示結果-20260416175217」の操作・実務
Excelファイル（①社用ノートパソコン管理台帳.xlsx ）のデータ入力・編集"
2026/05/11,18:00 - 18:59,"「起動しています」の操作・実務
Word文書（残業調査報告書_成川真菜_20260404.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談
プログラム（残業調査ツール強化：タイトル中央揃え、15分しきい値判定、システム更新判定、サマリー構成の自動化を実装）の開発および修正
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（スケジュール（グループ週表示） - サイボウズ Office）の閲覧・調査
Webサイト（ファイル管理 - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（トップページ - サイボウズ Office）の閲覧・調査"
2026/05/12,09:00 - 09:59,"Antigravityを用いた「システム開発・改善」の開発・相談
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（スケジュール（グループ週表示） - サイボウズ Office）の閲覧・調査
「20260427_ログ表示結果-20260416175217」の操作・実務
「起動しています」の操作・実務
Word文書（残業調査報告書_成川真菜_20260405.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260415.docx ）の資料作成・編集"
2026/05/12,10:00 - 10:59,"「20260427_ログ表示結果-20260416175217」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談
「起動しています」の操作・実務
Word文書（残業調査報告書_樋口彩水_20260403.docx ）の資料作成・編集
Excelファイル（20260427_ログ表示結果-20260416175217.xlsx ）のデータ入力・編集
Excelファイル（管理コンソールメイン画面.csv）のデータ入力・編集
「Module1.bas」の操作・実務
「Microsoft Visual Basic for Applications」の操作・実務
Excelファイル（20260427_ログ表示結果-20260416175217 （読み込み用）.xlsx ）のデータ入力・編集
Excelファイル（20260427_ログ表示結果-20260416175217 （読み込み用）.xlsx）のデータ入力・編集
Word文書（残業調査報告書_樋口彩水_20260401.docx ）の資料作成・編集"
